id,comp_id,formatted_date,season,week,venue,venue_id,venue_city,status,timer,time,localteam_id,localteam_name,localteam_score,visitorteam_id,visitorteam_name,visitorteam_score,ht_score,ft_score,et_score,penalty_local,penalty_visitor,events
2212267,1102,01.12.2017,2017/2018,17,Stade du Pays de Charleroi (Charleroi),87785,Charleroi,FT,,19:30,6751,Sporting Charleroi,1,6844,KV Oostende,1,[1-0],[1-1],,,,"[{'id': '23601431', 'type': 'yellowcard', 'minute': '15', 'extra_min': '', 'team': 'visitorteam', 'player': 'Z. Tomasevic', 'player_id': '89878', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23601432', 'type': 'yellowcard', 'minute': '15', 'extra_min': '', 'team': 'localteam', 'player': 'M. Ilaimaharitra', 'player_id': '259982', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23601433', 'type': 'yellowcard', 'minute': '27', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Milic', 'player_id': '156563', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23601434', 'type': 'yellowcard', 'minute': '33', 'extra_min': '', 'team': 'visitorteam', 'player': 'N. Lombaerts', 'player_id': '13273', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23601435', 'type': 'yellowcard', 'minute': '35', 'extra_min': '', 'team': 'localteam', 'player': 'C. Tainmont', 'player_id': '71281', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23601436', 'type': 'goal', 'minute': '42', 'extra_min': '', 'team': 'localteam', 'player': 'C. Tainmont', 'player_id': '71281', 'assist': 'N. Fortuna', 'assist_id': '306980', 'result': '[1-0]'}, {'id': '23601437', 'type': 'goal', 'minute': '57', 'extra_min': '', 'team': 'visitorteam', 'player': 'K. Musona', 'player_id': '88726', 'assist': '', 'assist_id': '', 'result': '[1-1]'}, {'id': '23601438', 'type': 'subst', 'minute': '65', 'extra_min': '', 'team': 'visitorteam', 'player': 'Z. Gano', 'player_id': '182709', 'assist': 'J. Akpala', 'assist_id': '13460', 'result': ''}, {'id': '23601439', 'type': 'subst', 'minute': '68', 'extra_min': '', 'team': 'localteam', 'player': 'E. Saglik', 'player_id': '89922', 'assist': 'G. Hendrickx', 'assist_id': '215343', 'result': ''}, {'id': '236014310', 'type': 'subst', 'minute': '73', 'extra_min': '', 'team': 'localteam', 'player': 'D. Pollet', 'player_id': '37958', 'assist': 'C. Tainmont', 'assist_id': '71281', 'result': ''}, {'id': '236014311', 'type': 'subst', 'minute': '76', 'extra_min': '', 'team': 'visitorteam', 'player': 'R. Zivkovic', 'player_id': '279066', 'assist': 'K. Vandendriessche', 'assist_id': '169836', 'result': ''}, {'id': '236014312', 'type': 'yellowcard', 'minute': '78', 'extra_min': '', 'team': 'localteam', 'player': 'C. Benavente', 'player_id': '180973', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '236014313', 'type': 'yellowcard', 'minute': '82', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. Siani', 'player_id': '13549', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '236014314', 'type': 'pen miss', 'minute': '86', 'extra_min': '', 'team': 'visitorteam', 'player': 'Z. Gano', 'player_id': '182709', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '236014315', 'type': 'subst', 'minute': '88', 'extra_min': '', 'team': 'localteam', 'player': 'C. Bedia', 'player_id': '319030', 'assist': 'K. Rezaei', 'assist_id': '102746', 'result': ''}]"
2194716,1102,02.04.2017,,,,,,FT,,18:00,6828,Lierse,1,6894,St. Liege,0,[1-0],[1-0],,,,"[{'id': '22838771', 'type': 'yellowcard', 'minute': '15', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Deom', 'player_id': '444234', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22838772', 'type': 'goal', 'minute': '17', 'extra_min': '', 'team': 'localteam', 'player': 'M. Benson', 'player_id': '337057', 'assist': 'J. Vinck', 'assist_id': '412364', 'result': '[1-0]'}, {'id': '22838773', 'type': 'subst', 'minute': '51', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Legear', 'player_id': '13560', 'assist': 'B. Raman', 'assist_id': '155105', 'result': ''}, {'id': '22838774', 'type': 'subst', 'minute': '65', 'extra_min': '', 'team': 'visitorteam', 'player': 'R. Marin', 'player_id': '270586', 'assist': 'E. Junior', 'assist_id': '257595', 'result': ''}, {'id': '22838775', 'type': 'subst', 'minute': '78', 'extra_min': '', 'team': 'localteam', 'player': 'K. Weuts', 'player_id': '90266', 'assist': 'D. De Belder', 'assist_id': '195182', 'result': ''}, {'id': '22838776', 'type': 'subst', 'minute': '81', 'extra_min': '', 'team': 'visitorteam', 'player': 'R. Emond', 'player_id': '146358', 'assist': 'J. Deom', 'assist_id': '444234', 'result': ''}, {'id': '22838777', 'type': 'subst', 'minute': '84', 'extra_min': '', 'team': 'localteam', 'player': 'A. Tahiri', 'player_id': '323282', 'assist': 'F. Kasmi', 'assist_id': '323283', 'result': ''}, {'id': '22838778', 'type': 'subst', 'minute': '90', 'extra_min': '4', 'team': 'localteam', 'player': 'J. Poelmans', 'player_id': '365343', 'assist': 'M. Benson', 'assist_id': '337057', 'result': ''}]"
3002899,1102,02.04.2017,,,,,,18:00,,18:00,6828,Lierse,?,6894,St. Liege,?,,,,,,[]
2212266,1102,02.12.2017,2017/2018,17,Daknamstadion (Lokeren),87791,Lokeren,FT,,17:00,6829,Lokeren,1,6740,Anderlecht,2,[1-1],[1-2],,,,"[{'id': '23605931', 'type': 'goal', 'minute': '17', 'extra_min': '', 'team': 'visitorteam', 'player': 'P. Gerkens', 'player_id': '197630', 'assist': 'D. Appiah', 'assist_id': '146637', 'result': '[0-1]'}, {'id': '23605932', 'type': 'yellowcard', 'minute': '27', 'extra_min': '', 'team': 'visitorteam', 'player': 'D. Appiah', 'player_id': '146637', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23605933', 'type': 'goal', 'minute': '28', 'extra_min': '', 'team': 'localteam', 'player': 'A. Skulason (pen.)', 'player_id': '9712', 'assist': '', 'assist_id': '', 'result': '[1-1]'}, {'id': '23605934', 'type': 'yellowcard', 'minute': '41', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. Kums', 'player_id': '56324', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23605935', 'type': 'yellowcard', 'minute': '43', 'extra_min': '', 'team': 'localteam', 'player': 'S. de Ridder', 'player_id': '13580', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23605936', 'type': 'goal', 'minute': '52', 'extra_min': '', 'team': 'visitorteam', 'player': 'H. Onyekuru', 'player_id': '412581', 'assist': 'S. Hanni', 'assist_id': '88296', 'result': '[1-2]'}, {'id': '23605937', 'type': 'subst', 'minute': '64', 'extra_min': '', 'team': 'localteam', 'player': 'G. Hupperts', 'player_id': '86203', 'assist': 'S. de Ridder', 'assist_id': '13580', 'result': ''}, {'id': '23605938', 'type': 'yellowcard', 'minute': '70', 'extra_min': '', 'team': 'localteam', 'player': 'S. Kehli', 'player_id': '157496', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '236059310', 'type': 'subst', 'minute': '79', 'extra_min': '', 'team': 'localteam', 'player': 'A. Benchaib', 'player_id': '492308', 'assist': 'T. de Sutter', 'assist_id': '13147', 'result': ''}, {'id': '23605939', 'type': 'subst', 'minute': '79', 'extra_min': '', 'team': 'visitorteam', 'player': 'L. Dendoncker', 'player_id': '215348', 'assist': 'S. Hanni', 'assist_id': '88296', 'result': ''}, {'id': '236059311', 'type': 'subst', 'minute': '82', 'extra_min': '', 'team': 'visitorteam', 'player': 'H. Harbaoui', 'player_id': '21128', 'assist': 'L. Teodorczyk', 'assist_id': '157470', 'result': ''}, {'id': '236059312', 'type': 'yellowcard', 'minute': '87', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. Kara', 'player_id': '122768', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '236059313', 'type': 'subst', 'minute': '88', 'extra_min': '', 'team': 'localteam', 'player': 'L. Enoh', 'player_id': '312053', 'assist': 'M. Ticinovic', 'assist_id': '36596', 'result': ''}, {'id': '236059314', 'type': 'yellowcard', 'minute': '89', 'extra_min': '', 'team': 'visitorteam', 'player': 'H. Harbaoui', 'player_id': '21128', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '236059315', 'type': 'yellowcard', 'minute': '90', 'extra_min': '1', 'team': 'visitorteam', 'player': 'P. Gerkens', 'player_id': '197630', 'assist': '', 'assist_id': '', 'result': ''}]"
2212261,1102,02.12.2017,2017/2018,17,Guldensporenstadion (Kortrijk),18702,Kortrijk,FT,,19:00,6813,Kortrijk,4,6856,Waasland-Beveren,1,[2-0],[4-1],,,,"[{'id': '23606941', 'type': 'goal', 'minute': '6', 'extra_min': '', 'team': 'localteam', 'player': 'A. Ajagun', 'player_id': '102551', 'assist': '', 'assist_id': '', 'result': '[1-0]'}, {'id': '23606942', 'type': 'goal', 'minute': '8', 'extra_min': '', 'team': 'localteam', 'player': 'I. Ouali', 'player_id': '13599', 'assist': 'H. van der Bruggen', 'assist_id': '137884', 'result': '[2-0]'}, {'id': '23606943', 'type': 'yellowcard', 'minute': '41', 'extra_min': '', 'team': 'localteam', 'player': 'T. Kaminski', 'player_id': '78469', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23606944', 'type': 'subst', 'minute': '46', 'extra_min': '', 'team': 'visitorteam', 'player': 'R. Mmaee', 'player_id': '403829', 'assist': 'I. Thelin', 'assist_id': '187768', 'result': ''}, {'id': '23606945', 'type': 'yellowcard', 'minute': '50', 'extra_min': '', 'team': 'visitorteam', 'player': 'R. Morioka', 'player_id': '121076', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23606946', 'type': 'subst', 'minute': '56', 'extra_min': '', 'team': 'localteam', 'player': 'B. Verboom', 'player_id': '205603', 'assist': ""K. D'Haene"", 'assist_id': '135686', 'result': ''}, {'id': '23606947', 'type': 'goal', 'minute': '59', 'extra_min': '', 'team': 'localteam', 'player': 'I. Ouali', 'player_id': '13599', 'assist': '', 'assist_id': '', 'result': '[3-0]'}, {'id': '23606948', 'type': 'subst', 'minute': '63', 'extra_min': '', 'team': 'visitorteam', 'player': 'T. Dierckx', 'player_id': '215350', 'assist': 'O. Ampomah', 'assist_id': '449180', 'result': ''}, {'id': '23606949', 'type': 'subst', 'minute': '70', 'extra_min': '', 'team': 'localteam', 'player': 'L. Azouni', 'player_id': '217618', 'assist': 'J. Perbet', 'assist_id': '13462', 'result': ''}, {'id': '236069410', 'type': 'goal', 'minute': '74', 'extra_min': '', 'team': 'visitorteam', 'player': 'T. Dierckx', 'player_id': '215350', 'assist': 'V. Moren', 'assist_id': '94319', 'result': '[3-1]'}, {'id': '236069411', 'type': 'goal', 'minute': '83', 'extra_min': '', 'team': 'localteam', 'player': 'T. Chevalier', 'player_id': '44789', 'assist': 'H. van der Bruggen', 'assist_id': '137884', 'result': '[4-1]'}, {'id': '236069412', 'type': 'subst', 'minute': '87', 'extra_min': '', 'team': 'localteam', 'player': 'S. de Smet', 'player_id': '13146', 'assist': 'T. Chevalier', 'assist_id': '44789', 'result': ''}, {'id': '236069413', 'type': 'yellowcard', 'minute': '87', 'extra_min': '', 'team': 'localteam', 'player': 'L. Rougeaux', 'player_id': '247911', 'assist': '', 'assist_id': '', 'result': ''}]"
2212262,1102,02.12.2017,2017/2018,17,Stade Le Canonnier (Mouscron (Moeskron)),89102,Moeskron,FT,,19:00,6850,Royal Excel Mouscron,1,6882,Sint-Truiden,1,[1-1],[1-1],,,,"[{'id': '23607721', 'type': 'goal', 'minute': '5', 'extra_min': '', 'team': 'visitorteam', 'player': 'C. Charisis', 'player_id': '489031', 'assist': 'J. Botaka', 'assist_id': '226803', 'result': '[0-1]'}, {'id': '23607722', 'type': 'goal', 'minute': '31', 'extra_min': '', 'team': 'localteam', 'player': 'D. Rotariu', 'player_id': '276465', 'assist': '', 'assist_id': '', 'result': '[1-1]'}, {'id': '23607723', 'type': 'yellowcard', 'minute': '33', 'extra_min': '', 'team': 'localteam', 'player': 'N. Gulan', 'player_id': '21089', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23607724', 'type': 'yellowcard', 'minute': '38', 'extra_min': '', 'team': 'visitorteam', 'player': 'B. Gueye', 'player_id': '371831', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23607725', 'type': 'yellowcard', 'minute': '43', 'extra_min': '', 'team': 'localteam', 'player': 'B. Van Durmen', 'player_id': '404544', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23607726', 'type': 'yellowcard', 'minute': '45', 'extra_min': '', 'team': 'localteam', 'player': 'O. Govea', 'player_id': '289439', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23607727', 'type': 'subst', 'minute': '46', 'extra_min': '', 'team': 'visitorteam', 'player': 'Y. Boli', 'player_id': '192193', 'assist': 'B. Gueye', 'assist_id': '371831', 'result': ''}, {'id': '23607728', 'type': 'subst', 'minute': '68', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Legear', 'player_id': '13560', 'assist': 'J. Botaka', 'assist_id': '226803', 'result': ''}, {'id': '236077211', 'type': 'subst', 'minute': '81', 'extra_min': '', 'team': 'visitorteam', 'player': 'I. Vetokele', 'player_id': '137896', 'assist': 'C. Charisis', 'assist_id': '489031', 'result': ''}, {'id': '23607729', 'type': 'subst', 'minute': '81', 'extra_min': '', 'team': 'visitorteam', 'player': 'I. Vetokele', 'player_id': '137896', 'assist': 'C. Charisis', 'assist_id': '489031', 'result': ''}, {'id': '236077210', 'type': 'yellowcard', 'minute': '85', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. Asamoah', 'player_id': '257627', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '236077212', 'type': 'yellowcard', 'minute': '85', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. Asamoah', 'player_id': '257627', 'assist': '', 'assist_id': '', 'result': ''}]"
2212265,1102,02.12.2017,2017/2018,17,AFAS-stadion Achter de Kazerne (Mechelen (Malines)),89108,Malines,FT,,19:30,6833,Mechelen,3,6775,Genk,2,[3-0],[3-2],,,,"[{'id': '23638991', 'type': 'goal', 'minute': '3', 'extra_min': '', 'team': 'localteam', 'player': 'J. Aidoo (o.g.)', 'player_id': '405509', 'assist': '', 'assist_id': '', 'result': '[1-0]'}, {'id': '23638992', 'type': 'goal', 'minute': '12', 'extra_min': '', 'team': 'localteam', 'player': 'N. Pedersen', 'player_id': '26789', 'assist': 'B. H. Bandé', 'assist_id': '', 'result': '[2-0]'}, {'id': '23638993', 'type': 'yellowcard', 'minute': '34', 'extra_min': '', 'team': 'visitorteam', 'player': 'C. Mata', 'player_id': '222237', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23638994', 'type': 'goal', 'minute': '38', 'extra_min': '', 'team': 'localteam', 'player': 'N. Pedersen', 'player_id': '26789', 'assist': 'T. Matthys', 'assist_id': '13555', 'result': '[3-0]'}, {'id': '23638995', 'type': 'yellowcard', 'minute': '45', 'extra_min': '', 'team': 'localteam', 'player': 'T. Matthys', 'player_id': '13555', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23638996', 'type': 'goal', 'minute': '54', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Aidoo', 'player_id': '405509', 'assist': '', 'assist_id': '', 'result': '[3-1]'}, {'id': '23638997', 'type': 'yellowcard', 'minute': '55', 'extra_min': '', 'team': 'visitorteam', 'player': 'O. Colley', 'player_id': '246644', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23638998', 'type': 'yellowcard', 'minute': '57', 'extra_min': '', 'team': 'localteam', 'player': 'C. Coosemans', 'player_id': '134021', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23638999', 'type': 'subst', 'minute': '67', 'extra_min': '', 'team': 'localteam', 'player': 'S. Drazic', 'player_id': '307312', 'assist': 'N. Pedersen', 'assist_id': '26789', 'result': ''}, {'id': '236389910', 'type': 'subst', 'minute': '73', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Maehle', 'player_id': '449126', 'assist': 'C. Mata', 'assist_id': '222237', 'result': ''}, {'id': '236389911', 'type': 'subst', 'minute': '80', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Benson', 'player_id': '337057', 'assist': 'E. Zhegrova', 'assist_id': '492392', 'result': ''}, {'id': '236389912', 'type': 'subst', 'minute': '83', 'extra_min': '', 'team': 'localteam', 'player': 'Z. Filipovic', 'player_id': '84146', 'assist': 'B. H. Bandé', 'assist_id': '', 'result': ''}, {'id': '236389913', 'type': 'subst', 'minute': '90', 'extra_min': '', 'team': 'localteam', 'player': 'D. Kolovos', 'player_id': '148990', 'assist': 'M. Rits', 'assist_id': '99420', 'result': ''}, {'id': '236389914', 'type': 'goal', 'minute': '90', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Pozuelo', 'player_id': '151961', 'assist': '', 'assist_id': '', 'result': '[3-2]'}]"
2212237,1102,03.11.2017,2017/2018,14,GHELAMCO-arena (Gent),16277,Gent,FT,,19:30,6776,Gent,1,6894,Standard Liège,0,[0-0],[1-0],,,,"[{'id': '23542831', 'type': 'goal', 'minute': '50', 'extra_min': '', 'team': 'localteam', 'player': 'R. Yaremchuk', 'player_id': '235896', 'assist': '', 'assist_id': '', 'result': '[1-0]'}, {'id': '23542832', 'type': 'yellowcard', 'minute': '51', 'extra_min': '', 'team': 'localteam', 'player': 'R. Yaremchuk', 'player_id': '235896', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23542833', 'type': 'yellowcard', 'minute': '63', 'extra_min': '', 'team': 'visitorteam', 'player': 'L. P. Cavanda', 'player_id': '', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23542834', 'type': 'yellowcard', 'minute': '72', 'extra_min': '', 'team': 'localteam', 'player': 'B. Dejaegere', 'player_id': '143891', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23542835', 'type': 'subst', 'minute': '77', 'extra_min': '', 'team': 'localteam', 'player': 'M. Sylla', 'player_id': '283151', 'assist': 'R. Yaremchuk', 'assist_id': '235896', 'result': ''}, {'id': '23542836', 'type': 'subst', 'minute': '77', 'extra_min': '', 'team': 'localteam', 'player': 'D. Milicevic', 'player_id': '37440', 'assist': 'Y. Kubo', 'assist_id': '156467', 'result': ''}, {'id': '23542837', 'type': 'subst', 'minute': '78', 'extra_min': '', 'team': 'visitorteam', 'player': 'R. Emond', 'player_id': '146358', 'assist': 'E. Junior', 'assist_id': '257595', 'result': ''}, {'id': '23542838', 'type': 'subst', 'minute': '82', 'extra_min': '', 'team': 'visitorteam', 'player': 'C. Fai', 'player_id': '300093', 'assist': 'L. P. Cavanda', 'assist_id': '', 'result': ''}, {'id': '23542839', 'type': 'subst', 'minute': '84', 'extra_min': '', 'team': 'localteam', 'player': 'T. Foket', 'player_id': '240174', 'assist': 'S. Kalu', 'assist_id': '437251', 'result': ''}, {'id': '235428310', 'type': 'yellowcard', 'minute': '86', 'extra_min': '', 'team': 'visitorteam', 'player': 'K. Laifis', 'player_id': '158695', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '235428311', 'type': 'subst', 'minute': '90', 'extra_min': '', 'team': 'visitorteam', 'player': 'F. Miya', 'player_id': '341661', 'assist': 'U. Agbo', 'assist_id': '298160', 'result': ''}]"
2212260,1102,03.12.2017,2017/2018,17,Stade Maurice Dufrasne (Liège (Luik)),89045,Luik,FT,,13:30,6894,Standard Liège,1,6741,Antwerp,1,[1-0],[1-1],,,,"[{'id': '23641901', 'type': 'subst', 'minute': '31', 'extra_min': '', 'team': 'localteam', 'player': 'B. Badibanga', 'player_id': '401405', 'assist': 'E. Junior', 'assist_id': '257595', 'result': ''}, {'id': '23641902', 'type': 'goal', 'minute': '45', 'extra_min': '1', 'team': 'localteam', 'player': 'Sa Orlando', 'player_id': '16616', 'assist': 'V. Luchkevych', 'assist_id': '275715', 'result': '[1-0]'}, {'id': '23641903', 'type': 'yellowcard', 'minute': '62', 'extra_min': '', 'team': 'localteam', 'player': 'S. Pocognoli', 'player_id': '9919', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23641904', 'type': 'yellowcard', 'minute': '71', 'extra_min': '', 'team': 'localteam', 'player': 'C. Luyindama', 'player_id': '434918', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23641905', 'type': 'goal', 'minute': '72', 'extra_min': '', 'team': 'visitorteam', 'player': 'G. Hairemans (pen.)', 'player_id': '89765', 'assist': '', 'assist_id': '', 'result': '[1-1]'}, {'id': '23641906', 'type': 'yellowcard', 'minute': '73', 'extra_min': '', 'team': 'visitorteam', 'player': 'G. Hairemans', 'player_id': '89765', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23641907', 'type': 'subst', 'minute': '76', 'extra_min': '', 'team': 'localteam', 'player': 'M. Djenepo', 'player_id': '473161', 'assist': 'V. Luchkevych', 'assist_id': '275715', 'result': ''}, {'id': '23641908', 'type': 'subst', 'minute': '81', 'extra_min': '', 'team': 'localteam', 'player': 'R. Emond', 'player_id': '146358', 'assist': 'Carlinhos', 'assist_id': '249901', 'result': ''}, {'id': '23641909', 'type': 'pen miss', 'minute': '90', 'extra_min': '1', 'team': 'localteam', 'player': 'Sa Orlando', 'player_id': '16616', 'assist': '', 'assist_id': '', 'result': ''}]"
2212263,1102,03.12.2017,2017/2018,17,Stadion am Kehrweg (Eupen),87783,Eupen,FT,,17:00,6768,AS Eupen,2,6752,Club Brugge,2,[2-0],[2-2],,,,"[{'id': '23641911', 'type': 'goal', 'minute': '9', 'extra_min': '', 'team': 'localteam', 'player': 'M. Leye', 'player_id': '13616', 'assist': 'E. Ocansey', 'assist_id': '425439', 'result': '[1-0]'}, {'id': '23641912', 'type': 'goal', 'minute': '18', 'extra_min': '', 'team': 'localteam', 'player': 'J. Loties', 'player_id': '37635', 'assist': 'L. Garcia', 'assist_id': '3261', 'result': '[2-0]'}, {'id': '23641913', 'type': 'subst', 'minute': '31', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Clasie', 'player_id': '134078', 'assist': 'S. Decarli', 'assist_id': '137987', 'result': ''}, {'id': '23641914', 'type': 'subst', 'minute': '55', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Limbombe', 'player_id': '154152', 'assist': 'L. De Bock', 'assist_id': '86085', 'result': ''}, {'id': '23641915', 'type': 'subst', 'minute': '61', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Diaby', 'player_id': '129859', 'assist': 'M. Nakamba', 'assist_id': '281751', 'result': ''}, {'id': '23641916', 'type': 'yellowcard', 'minute': '65', 'extra_min': '', 'team': 'visitorteam', 'player': 'D. Cools', 'player_id': '343439', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23641917', 'type': 'goal', 'minute': '68', 'extra_min': '', 'team': 'visitorteam', 'player': 'E. Dennis', 'player_id': '450289', 'assist': 'R. Vormer', 'assist_id': '2206', 'result': '[2-1]'}, {'id': '23641918', 'type': 'yellowcard', 'minute': '72', 'extra_min': '', 'team': 'localteam', 'player': 'S. Blondelle', 'player_id': '2138', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23641919', 'type': 'subst', 'minute': '74', 'extra_min': '', 'team': 'localteam', 'player': 'D. Diagne', 'player_id': '247077', 'assist': 'E. Ocansey', 'assist_id': '425439', 'result': ''}, {'id': '236419110', 'type': 'yellowcard', 'minute': '79', 'extra_min': '', 'team': 'visitorteam', 'player': 'E. Dennis', 'player_id': '450289', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '236419111', 'type': 'subst', 'minute': '81', 'extra_min': '', 'team': 'localteam', 'player': 'A. Castro-Montes', 'player_id': '381121', 'assist': 'J. Amani', 'assist_id': '448394', 'result': ''}, {'id': '236419112', 'type': 'yellowcard', 'minute': '90', 'extra_min': '', 'team': 'localteam', 'player': 'J. Loties', 'player_id': '37635', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '236419113', 'type': 'yellowcard', 'minute': '90', 'extra_min': '', 'team': 'localteam', 'player': 'M. Leye', 'player_id': '13616', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '236419114', 'type': 'goal', 'minute': '90', 'extra_min': '1', 'team': 'visitorteam', 'player': 'R. Vormer (pen.)', 'player_id': '2206', 'assist': '', 'assist_id': '', 'result': '[2-2]'}, {'id': '236419115', 'type': 'yellowcard', 'minute': '90', 'extra_min': '6', 'team': 'localteam', 'player': 'M. Leye', 'player_id': '13616', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '236419116', 'type': 'yellowcard', 'minute': '90', 'extra_min': '7', 'team': 'visitorteam', 'player': '', 'player_id': '', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '236419117', 'type': 'yellowcard', 'minute': '90', 'extra_min': '7', 'team': 'visitorteam', 'player': 'A. Limbombe', 'player_id': '154152', 'assist': '', 'assist_id': '', 'result': ''}]"
