id,comp_id,formatted_date,season,week,venue,venue_id,venue_city,status,timer,time,localteam_id,localteam_name,localteam_score,visitorteam_id,visitorteam_name,visitorteam_score,ht_score,ft_score,et_score,penalty_local,penalty_visitor,events
2194729,1102,22.04.2017,,,,,,FT,,18:00,6829,Lokeren,2,6867,KSV Roeselare,1,[2-0],[2-1],,,,"[{'id': '22857651', 'type': 'yellowcard', 'minute': '12', 'extra_min': '', 'team': 'localteam', 'player': 'J. K. Rassoul', 'player_id': '', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22857652', 'type': 'goal', 'minute': '23', 'extra_min': '', 'team': 'localteam', 'player': 'M. Maric', 'player_id': '11415', 'assist': '', 'assist_id': '', 'result': '[1-0]'}, {'id': '22857653', 'type': 'goal', 'minute': '36', 'extra_min': '', 'team': 'localteam', 'player': 'T. de Sutter', 'player_id': '13147', 'assist': 'G. Hupperts', 'assist_id': '86203', 'result': '[2-0]'}, {'id': '22857654', 'type': 'yellowcard', 'minute': '50', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Seoudi', 'player_id': '53766', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22857655', 'type': 'subst', 'minute': '60', 'extra_min': '', 'team': 'localteam', 'player': 'M. Ofkir', 'player_id': '402605', 'assist': 'J. K. Rassoul', 'assist_id': '', 'result': ''}, {'id': '22857656', 'type': 'subst', 'minute': '60', 'extra_min': '', 'team': 'localteam', 'player': 'K. Persoons', 'player_id': '13235', 'assist': 'B. Straetman', 'assist_id': '450489', 'result': ''}, {'id': '22857657', 'type': 'subst', 'minute': '66', 'extra_min': '', 'team': 'visitorteam', 'player': 'D. Brouwers', 'player_id': '53752', 'assist': 'N. Zolotic', 'assist_id': '', 'result': ''}, {'id': '22857658', 'type': 'subst', 'minute': '67', 'extra_min': '', 'team': 'visitorteam', 'player': 'W. Sun', 'player_id': '', 'assist': 'L. Bochet', 'assist_id': '149044', 'result': ''}, {'id': '22857659', 'type': 'goal', 'minute': '74', 'extra_min': '', 'team': 'visitorteam', 'player': 'D. Brouwers', 'player_id': '53752', 'assist': '', 'assist_id': '', 'result': '[2-1]'}, {'id': '228576510', 'type': 'subst', 'minute': '76', 'extra_min': '', 'team': 'visitorteam', 'player': 'K. Kis', 'player_id': '200702', 'assist': 'R. Lecomte', 'assist_id': '145474', 'result': ''}, {'id': '228576511', 'type': 'subst', 'minute': '79', 'extra_min': '', 'team': 'localteam', 'player': 'M. Miric', 'player_id': '90070', 'assist': 'T. de Sutter', 'assist_id': '13147', 'result': ''}, {'id': '228576512', 'type': 'yellowcard', 'minute': '81', 'extra_min': '', 'team': 'visitorteam', 'player': 'T. Van Acker', 'player_id': '103532', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '228576513', 'type': 'yellowcard', 'minute': '90', 'extra_min': '4', 'team': 'visitorteam', 'player': 'K. Kis', 'player_id': '200702', 'assist': '', 'assist_id': '', 'result': ''}]"
2194730,1102,22.04.2017,,,,,,FT,,18:00,6813,Kortrijk,3,6768,Eupen,3,[1-2],[3-3],,,,"[{'id': '22915331', 'type': 'goal', 'minute': '10', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Sylla', 'player_id': '283151', 'assist': '', 'assist_id': '', 'result': '[0-1]'}, {'id': '22915332', 'type': 'goal', 'minute': '13', 'extra_min': '', 'team': 'visitorteam', 'player': 'H. Onyekuru', 'player_id': '412581', 'assist': 'L. Garcia', 'assist_id': '3261', 'result': '[0-2]'}, {'id': '22915333', 'type': 'goal', 'minute': '17', 'extra_min': '', 'team': 'localteam', 'player': 'S. de Smet (pen.)', 'player_id': '13146', 'assist': '', 'assist_id': '', 'result': '[1-2]'}, {'id': '22915334', 'type': 'subst', 'minute': '31', 'extra_min': '', 'team': 'localteam', 'player': 'I. Ouali', 'player_id': '13599', 'assist': 'A. van Loo', 'assist_id': '20824', 'result': ''}, {'id': '22915335', 'type': 'subst', 'minute': '35', 'extra_min': '', 'team': 'localteam', 'player': 'A. Totovytsky', 'player_id': '301161', 'assist': 'X. Mercier', 'assist_id': '158918', 'result': ''}, {'id': '22915336', 'type': 'yellowcard', 'minute': '41', 'extra_min': '', 'team': 'localteam', 'player': 'E. Rolland', 'player_id': '170457', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22915337', 'type': 'yellowcard', 'minute': '69', 'extra_min': '', 'team': 'localteam', 'player': ""K. D'Haene"", 'player_id': '135686', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22915338', 'type': 'subst', 'minute': '69', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Amani', 'player_id': '448394', 'assist': 'G. Jamabo', 'assist_id': '297481', 'result': ''}, {'id': '22915339', 'type': 'goal', 'minute': '75', 'extra_min': '', 'team': 'visitorteam', 'player': 'L. Garcia', 'player_id': '3261', 'assist': 'E. Ocansey', 'assist_id': '425439', 'result': '[1-3]'}, {'id': '229153310', 'type': 'subst', 'minute': '76', 'extra_min': '', 'team': 'localteam', 'player': 'I. Saadi', 'player_id': '143854', 'assist': 'H. Kage', 'assist_id': '86003', 'result': ''}, {'id': '229153311', 'type': 'yellowcard', 'minute': '82', 'extra_min': '', 'team': 'localteam', 'player': 'S. Sarr', 'player_id': '405576', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '229153312', 'type': 'yellowcard', 'minute': '84', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Amani', 'player_id': '448394', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '229153313', 'type': 'subst', 'minute': '86', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Bassey', 'player_id': '257632', 'assist': 'S. Blondelle', 'assist_id': '2138', 'result': ''}, {'id': '229153314', 'type': 'subst', 'minute': '89', 'extra_min': '', 'team': 'visitorteam', 'player': 'Jeffren', 'player_id': '62804', 'assist': 'H. Onyekuru', 'assist_id': '412581', 'result': ''}, {'id': '229153315', 'type': 'goal', 'minute': '90', 'extra_min': '1', 'team': 'localteam', 'player': 'A. Totovytsky', 'player_id': '301161', 'assist': '', 'assist_id': '', 'result': '[2-3]'}, {'id': '229153316', 'type': 'goal', 'minute': '90', 'extra_min': '4', 'team': 'localteam', 'player': 'S. Sarr', 'player_id': '405576', 'assist': '', 'assist_id': '', 'result': '[3-3]'}]"
2194731,1102,22.04.2017,,,,,,FT,,18:00,6828,Lierse,2,6856,Waasland-Beveren,3,[1-0],[2-3],,,,"[{'id': '22857641', 'type': 'goal', 'minute': '23', 'extra_min': '', 'team': 'localteam', 'player': 'M. Benson', 'player_id': '337057', 'assist': '', 'assist_id': '', 'result': '[1-0]'}, {'id': '22857642', 'type': 'yellowcard', 'minute': '35', 'extra_min': '', 'team': 'visitorteam', 'player': 'N. De Schutter', 'player_id': '92502', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22857643', 'type': 'goal', 'minute': '51', 'extra_min': '', 'team': 'visitorteam', 'player': 'I. Seck', 'player_id': '158657', 'assist': 'J. Michel', 'assist_id': '127034', 'result': '[1-1]'}, {'id': '22857644', 'type': 'subst', 'minute': '58', 'extra_min': '', 'team': 'localteam', 'player': 'M. El-Gabbas', 'player_id': '89742', 'assist': 'S. Bougrine', 'assist_id': '405700', 'result': ''}, {'id': '22857645', 'type': 'goal', 'minute': '67', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Boljevic', 'player_id': '214386', 'assist': 'J. Cools', 'assist_id': '121509', 'result': '[1-2]'}, {'id': '22857646', 'type': 'yellowcard', 'minute': '71', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Caufriez', 'player_id': '409868', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22857647', 'type': 'goal', 'minute': '74', 'extra_min': '', 'team': 'localteam', 'player': 'A. Tahiri (pen.)', 'player_id': '323282', 'assist': '', 'assist_id': '', 'result': '[2-2]'}, {'id': '22857648', 'type': 'goal', 'minute': '76', 'extra_min': '', 'team': 'visitorteam', 'player': 'Z. Gano', 'player_id': '182709', 'assist': '', 'assist_id': '', 'result': '[2-3]'}, {'id': '22857649', 'type': 'subst', 'minute': '80', 'extra_min': '', 'team': 'localteam', 'player': 'C. Kwateng', 'player_id': '405704', 'assist': 'I. El Ansri', 'assist_id': '', 'result': ''}, {'id': '228576410', 'type': 'subst', 'minute': '81', 'extra_min': '', 'team': 'localteam', 'player': 'F. Kasmi', 'player_id': '323283', 'assist': 'K. Weuts', 'assist_id': '90266', 'result': ''}, {'id': '228576411', 'type': 'subst', 'minute': '90', 'extra_min': '1', 'team': 'visitorteam', 'player': 'J. Buatu', 'player_id': '128083', 'assist': 'J. Michel', 'assist_id': '127034', 'result': ''}]"
2194732,1102,22.04.2017,,,,,,FT,,18:00,6882,St. Truiden,0,6909,St. Gilloise,1,[0-0],[0-1],,,,"[{'id': '22915341', 'type': 'yellowcard', 'minute': '61', 'extra_min': '', 'team': 'visitorteam', 'player': 'N. Rajsel', 'player_id': '239224', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22915342', 'type': 'subst', 'minute': '62', 'extra_min': '', 'team': 'localteam', 'player': 'K. Abrahams', 'player_id': '476158', 'assist': 'W. Janssens', 'assist_id': '352681', 'result': ''}, {'id': '22915343', 'type': 'goal', 'minute': '64', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Aoulad', 'player_id': '138160', 'assist': '', 'assist_id': '', 'result': '[0-1]'}, {'id': '22915344', 'type': 'subst', 'minute': '70', 'extra_min': '', 'team': 'localteam', 'player': 'C. Ceballos', 'player_id': '209636', 'assist': 'M. Bagayoko', 'assist_id': '78337', 'result': ''}, {'id': '22915345', 'type': 'yellowcard', 'minute': '71', 'extra_min': '', 'team': 'visitorteam', 'player': 'P. Perdichizzi', 'player_id': '112147', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22915346', 'type': 'subst', 'minute': '75', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Fixelles', 'player_id': '413733', 'assist': 'P. Baherle', 'assist_id': '95908', 'result': ''}, {'id': '22915347', 'type': 'subst', 'minute': '82', 'extra_min': '', 'team': 'localteam', 'player': 'N. Proschwitz', 'player_id': '54161', 'assist': 'I. Vetokele', 'assist_id': '137896', 'result': ''}, {'id': '22915348', 'type': 'subst', 'minute': '85', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Okita', 'player_id': '304902', 'assist': 'M. Aoulad', 'assist_id': '138160', 'result': ''}, {'id': '22915349', 'type': 'subst', 'minute': '90', 'extra_min': '1', 'team': 'visitorteam', 'player': 'G. Neels', 'player_id': '13694', 'assist': 'Y. Aguemon', 'assist_id': '204944', 'result': ''}, {'id': '229153410', 'type': 'yellowcard', 'minute': '90', 'extra_min': '4', 'team': 'visitorteam', 'player': 'G. Neels', 'player_id': '13694', 'assist': '', 'assist_id': '', 'result': ''}]"
2194733,1102,22.04.2017,,,,,,FT,,18:30,6833,KV Mechelen,1,6894,St. Liege,0,[0-0],[1-0],,,,"[{'id': '22915351', 'type': 'yellowcard', 'minute': '26', 'extra_min': '', 'team': 'localteam', 'player': 'U. Vitas', 'player_id': '129125', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22915352', 'type': 'yellowcard', 'minute': '27', 'extra_min': '', 'team': 'visitorteam', 'player': 'R. Goreux', 'player_id': '27271', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22915353', 'type': 'yellowcard', 'minute': '38', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Kosanovic', 'player_id': '137394', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '22915354', 'type': 'subst', 'minute': '48', 'extra_min': '', 'team': 'visitorteam', 'player': 'D. Ndongala', 'player_id': '196297', 'assist': 'J. Legear', 'assist_id': '13560', 'result': ''}, {'id': '22915355', 'type': 'goal', 'minute': '55', 'extra_min': '', 'team': 'localteam', 'player': 'J. Vanlerberghe', 'player_id': '274387', 'assist': '', 'assist_id': '', 'result': '[1-0]'}, {'id': '22915356', 'type': 'subst', 'minute': '56', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Deom', 'player_id': '444234', 'assist': 'M. Bokadi', 'assist_id': '298223', 'result': ''}, {'id': '22915357', 'type': 'subst', 'minute': '71', 'extra_min': '', 'team': 'localteam', 'player': 'I. Osaguona', 'player_id': '367349', 'assist': 'N. Verdier', 'assist_id': '44363', 'result': ''}, {'id': '22915358', 'type': 'subst', 'minute': '73', 'extra_min': '', 'team': 'visitorteam', 'player': 'V. Luchkevych', 'player_id': '275715', 'assist': 'R. Marin', 'assist_id': '270586', 'result': ''}, {'id': '22915359', 'type': 'subst', 'minute': '75', 'extra_min': '', 'team': 'localteam', 'player': 'R. Leal', 'player_id': '279647', 'assist': 'J. Vanlerberghe', 'assist_id': '274387', 'result': ''}, {'id': '229153510', 'type': 'subst', 'minute': '80', 'extra_min': '', 'team': 'localteam', 'player': 'R. Jaadi', 'player_id': '215352', 'assist': 'Y. Croizet', 'assist_id': '201070', 'result': ''}, {'id': '229153511', 'type': 'yellowcard', 'minute': '82', 'extra_min': '', 'team': 'localteam', 'player': 'E. Cocalic', 'player_id': '92183', 'assist': '', 'assist_id': '', 'result': ''}]"
2212194,1102,22.09.2017,2017/2018,8,Bosuilstadion (Deurne),87792,Deurne,FT,,18:30,6741,Antwerp,3,6813,Kortrijk,0,[2-0],[3-0],,,,"[{'id': '23311841', 'type': 'goal', 'minute': '10', 'extra_min': '', 'team': 'localteam', 'player': 'W. Owusu', 'player_id': '115149', 'assist': '', 'assist_id': '', 'result': '[1-0]'}, {'id': '23311842', 'type': 'goal', 'minute': '30', 'extra_min': '', 'team': 'localteam', 'player': 'J. Dequevy', 'player_id': '68699', 'assist': 'W. Owusu', 'assist_id': '115149', 'result': '[2-0]'}, {'id': '23311843', 'type': 'subst', 'minute': '67', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Perbet', 'player_id': '13462', 'assist': 'S. de Smet', 'assist_id': '13146', 'result': ''}, {'id': '23311844', 'type': 'subst', 'minute': '74', 'extra_min': '', 'team': 'localteam', 'player': ""M. N'Diaye"", 'player_id': '152509', 'assist': 'G. Hairemans', 'assist_id': '89765', 'result': ''}, {'id': '23311845', 'type': 'subst', 'minute': '74', 'extra_min': '', 'team': 'visitorteam', 'player': 'I. Ouali', 'player_id': '13599', 'assist': 'P. Budkivsky', 'assist_id': '158375', 'result': ''}, {'id': '23311846', 'type': 'subst', 'minute': '82', 'extra_min': '', 'team': 'visitorteam', 'player': 'E. Rolland', 'player_id': '170457', 'assist': 'E. Makarenko', 'assist_id': '136350', 'result': ''}, {'id': '23311847', 'type': 'yellowcard', 'minute': '83', 'extra_min': '', 'team': 'localteam', 'player': 'S. Yatabare', 'player_id': '', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23311848', 'type': 'subst', 'minute': '84', 'extra_min': '', 'team': 'localteam', 'player': 'R. Jaadi', 'player_id': '215352', 'assist': 'I. Rodrigues', 'assist_id': '214895', 'result': ''}, {'id': '233118410', 'type': 'yellowcard', 'minute': '87', 'extra_min': '', 'team': 'visitorteam', 'player': 'T. Chevalier', 'player_id': '44789', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23311849', 'type': 'subst', 'minute': '87', 'extra_min': '', 'team': 'localteam', 'player': 'J. Ardaiz', 'player_id': '434702', 'assist': 'W. Owusu', 'assist_id': '115149', 'result': ''}, {'id': '233118411', 'type': 'yellowcard', 'minute': '90', 'extra_min': '', 'team': 'localteam', 'player': 'A. Corryn', 'player_id': '242945', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '233118412', 'type': 'yellowcard', 'minute': '90', 'extra_min': '2', 'team': 'visitorteam', 'player': 'V. Kovacevic', 'player_id': '131147', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '233118413', 'type': 'goal', 'minute': '90', 'extra_min': '2', 'team': 'localteam', 'player': 'I. Rodrigues', 'player_id': '214895', 'assist': '', 'assist_id': '', 'result': '[3-0]'}, {'id': '233118414', 'type': 'goal', 'minute': '90', 'extra_min': '5', 'team': 'localteam', 'player': '', 'player_id': '', 'assist': '', 'assist_id': '', 'result': '[4-0]'}]"
2212212,1102,22.10.2017,2017/2018,11,Jan Breydelstadion (Brugge),87790,Brugge,FT,,12:30,6752,Club Brugge,1,6741,Antwerp,0,[1-0],[1-0],,,,"[{'id': '23455201', 'type': 'yellowcard', 'minute': '10', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Corryn', 'player_id': '242945', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23455202', 'type': 'yellowcard', 'minute': '21', 'extra_min': '', 'team': 'visitorteam', 'player': 'G. Hairemans', 'player_id': '89765', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23455203', 'type': 'goal', 'minute': '35', 'extra_min': '', 'team': 'localteam', 'player': 'S. Decarli', 'player_id': '137987', 'assist': '', 'assist_id': '', 'result': '[1-0]'}, {'id': '23455204', 'type': 'yellowcard', 'minute': '44', 'extra_min': '', 'team': 'visitorteam', 'player': 'I. Rodrigues', 'player_id': '214895', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23455205', 'type': 'yellowcard', 'minute': '45', 'extra_min': '1', 'team': 'visitorteam', 'player': 'O. Oulare', 'player_id': '301169', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23455206', 'type': 'yellowcard', 'minute': '45', 'extra_min': '1', 'team': 'localteam', 'player': 'S. Decarli', 'player_id': '137987', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23455207', 'type': 'yellowcard', 'minute': '59', 'extra_min': '', 'team': 'localteam', 'player': 'Wesley', 'player_id': '408768', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23455208', 'type': 'subst', 'minute': '64', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. Yatabare', 'player_id': '', 'assist': 'A. Corryn', 'assist_id': '242945', 'result': ''}, {'id': '23455209', 'type': 'subst', 'minute': '65', 'extra_min': '', 'team': 'localteam', 'player': 'H. Palacios', 'player_id': '186149', 'assist': 'D. Cools', 'assist_id': '343439', 'result': ''}, {'id': '234552010', 'type': 'yellowcard', 'minute': '69', 'extra_min': '', 'team': 'visitorteam', 'player': 'S. Yatabare', 'player_id': '', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '234552011', 'type': 'subst', 'minute': '70', 'extra_min': '', 'team': 'localteam', 'player': 'J. Vossen', 'player_id': '9933', 'assist': 'E. Dennis', 'assist_id': '450289', 'result': ''}, {'id': '234552012', 'type': 'subst', 'minute': '73', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Ardaiz', 'player_id': '434702', 'assist': 'W. Owusu', 'assist_id': '115149', 'result': ''}, {'id': '234552013', 'type': 'subst', 'minute': '77', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Dequevy', 'player_id': '68699', 'assist': ""M. N'Diaye"", 'assist_id': '152509', 'result': ''}, {'id': '234552014', 'type': 'subst', 'minute': '78', 'extra_min': '', 'team': 'localteam', 'player': 'L. Refaelov', 'player_id': '56060', 'assist': 'H. Vanaken', 'assist_id': '132313', 'result': ''}]"
2212213,1102,22.10.2017,2017/2018,11,Stade Constant Vanden Stock (Bruxelles (Brussel)),87582,Brussel,FT,,16:00,6740,Anderlecht,0,6775,Genk,1,[0-0],[0-1],,,,"[{'id': '23455211', 'type': 'yellowcard', 'minute': '24', 'extra_min': '', 'team': 'localteam', 'player': 'S. Hanni', 'player_id': '88296', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23455212', 'type': 'yellowcard', 'minute': '39', 'extra_min': '', 'team': 'localteam', 'player': 'L. Teodorczyk', 'player_id': '157470', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23455213', 'type': 'goal', 'minute': '50', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Aidoo', 'player_id': '405509', 'assist': 'S. Schrijvers', 'assist_id': '215353', 'result': '[0-1]'}, {'id': '23455214', 'type': 'yellowcard', 'minute': '51', 'extra_min': '', 'team': 'localteam', 'player': 'D. Appiah', 'player_id': '146637', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23455215', 'type': 'subst', 'minute': '69', 'extra_min': '', 'team': 'localteam', 'player': 'H. Harbaoui', 'player_id': '21128', 'assist': 'S. Hanni', 'assist_id': '88296', 'result': ''}, {'id': '23455216', 'type': 'subst', 'minute': '69', 'extra_min': '', 'team': 'localteam', 'player': 'I. Obradovic', 'player_id': '45535', 'assist': 'D. Appiah', 'assist_id': '146637', 'result': ''}, {'id': '23455217', 'type': 'yellowcard', 'minute': '71', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Ingvartsen', 'player_id': '269934', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23455218', 'type': 'subst', 'minute': '77', 'extra_min': '', 'team': 'localteam', 'player': 'M. Bruno', 'player_id': '165828', 'assist': 'P. Gerkens', 'assist_id': '197630', 'result': ''}, {'id': '23455219', 'type': 'yellowcard', 'minute': '80', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Aidoo', 'player_id': '405509', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '234552110', 'type': 'yellowcard', 'minute': '84', 'extra_min': '', 'team': 'localteam', 'player': 'M. Bruno', 'player_id': '165828', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '234552111', 'type': 'subst', 'minute': '85', 'extra_min': '', 'team': 'visitorteam', 'player': 'B. Heynen', 'player_id': '410320', 'assist': 'M. Ingvartsen', 'assist_id': '269934', 'result': ''}, {'id': '234552112', 'type': 'subst', 'minute': '87', 'extra_min': '', 'team': 'visitorteam', 'player': 'T. Buffel', 'player_id': '827', 'assist': 'A. Pozuelo', 'assist_id': '151961', 'result': ''}, {'id': '234552113', 'type': 'subst', 'minute': '90', 'extra_min': '4', 'team': 'visitorteam', 'player': 'A. Khammas', 'player_id': '489028', 'assist': 'R. Malinovsky', 'assist_id': '', 'result': ''}]"
2212217,1102,22.10.2017,2017/2018,11,Regenboogstadion (Waregem),87789,Waregem,FT,,18:00,6930,Zulte-Waregem,2,6856,Waasland-Beveren,5,[1-2],[2-5],,,,"[{'id': '23455221', 'type': 'goal', 'minute': '7', 'extra_min': '', 'team': 'visitorteam', 'player': 'I. Thelin', 'player_id': '187768', 'assist': 'R. Morioka', 'assist_id': '121076', 'result': '[0-1]'}, {'id': '23455222', 'type': 'goal', 'minute': '17', 'extra_min': '', 'team': 'localteam', 'player': 'B. Hamalainen (pen.)', 'player_id': '20675', 'assist': '', 'assist_id': '', 'result': '[1-1]'}, {'id': '23455223', 'type': 'goal', 'minute': '20', 'extra_min': '', 'team': 'visitorteam', 'player': 'I. Thelin', 'player_id': '187768', 'assist': 'A. Boljevic', 'assist_id': '214386', 'result': '[1-2]'}, {'id': '23455224', 'type': 'yellowcard', 'minute': '30', 'extra_min': '', 'team': 'localteam', 'player': 'I. Saponjic', 'player_id': '317305', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '23455225', 'type': 'goal', 'minute': '46', 'extra_min': '', 'team': 'visitorteam', 'player': 'I. Thelin', 'player_id': '187768', 'assist': '', 'assist_id': '', 'result': '[1-3]'}, {'id': '23455226', 'type': 'goal', 'minute': '54', 'extra_min': '', 'team': 'localteam', 'player': 'N. De Pauw', 'player_id': '13668', 'assist': 'S. Coopman', 'assist_id': '296548', 'result': '[2-3]'}, {'id': '23455227', 'type': 'goal', 'minute': '58', 'extra_min': '', 'team': 'visitorteam', 'player': 'O. Ampomah', 'player_id': '', 'assist': '', 'assist_id': '', 'result': '[2-4]'}, {'id': '23455228', 'type': 'subst', 'minute': '59', 'extra_min': '', 'team': 'localteam', 'player': 'O. Kaya', 'player_id': '2136', 'assist': 'I. Doumbia', 'assist_id': '448395', 'result': ''}, {'id': '23455229', 'type': 'subst', 'minute': '70', 'extra_min': '', 'team': 'visitorteam', 'player': 'J. Cools', 'player_id': '121509', 'assist': 'V. Angban', 'assist_id': '193385', 'result': ''}, {'id': '234552210', 'type': 'yellowcard', 'minute': '71', 'extra_min': '', 'team': 'visitorteam', 'player': 'E. Demir', 'player_id': '111434', 'assist': '', 'assist_id': '', 'result': ''}, {'id': '234552211', 'type': 'subst', 'minute': '77', 'extra_min': '', 'team': 'visitorteam', 'player': 'T. Dierckx', 'player_id': '215350', 'assist': 'O. Ampomah', 'assist_id': '', 'result': ''}, {'id': '234552212', 'type': 'subst', 'minute': '83', 'extra_min': '', 'team': 'localteam', 'player': 'A. Leya', 'player_id': '314099', 'assist': 'M. Baudry', 'assist_id': '205722', 'result': ''}, {'id': '234552213', 'type': 'goal', 'minute': '88', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Boljevic', 'player_id': '214386', 'assist': '', 'assist_id': '', 'result': '[2-5]'}, {'id': '234552214', 'type': 'subst', 'minute': '90', 'extra_min': '', 'team': 'visitorteam', 'player': 'O. Myny', 'player_id': '338655', 'assist': 'A. Boljevic', 'assist_id': '214386', 'result': ''}]"
2212284,1102,22.12.2017,2017/2018,20,Stade Constant Vanden Stock (Bruxelles (Brussel)),87582,Brussel,FT,,19:30,6740,Anderlecht,1,6768,AS Eupen,0,[1-0],[1-0],,,,"[{'id': '23700311', 'type': 'goal', 'minute': '25', 'extra_min': '', 'team': 'localteam', 'player': 'F. Amuzu', 'player_id': '436549', 'assist': 'A. Trebel', 'assist_id': '169853', 'result': '[1-0]'}, {'id': '23700312', 'type': 'subst', 'minute': '65', 'extra_min': '', 'team': 'localteam', 'player': 'S. Hanni', 'player_id': '88296', 'assist': 'F. Amuzu', 'assist_id': '436549', 'result': ''}, {'id': '23700313', 'type': 'subst', 'minute': '66', 'extra_min': '', 'team': 'localteam', 'player': 'E. Kayembe', 'player_id': '', 'assist': 'A. Trebel', 'assist_id': '169853', 'result': ''}, {'id': '23700314', 'type': 'subst', 'minute': '68', 'extra_min': '', 'team': 'visitorteam', 'player': 'G. Jamabo', 'player_id': '297481', 'assist': 'J. Amani', 'assist_id': '448394', 'result': ''}, {'id': '23700315', 'type': 'subst', 'minute': '75', 'extra_min': '', 'team': 'visitorteam', 'player': 'A. Castro-Montes', 'player_id': '381121', 'assist': 'F. Raspentino', 'assist_id': '160800', 'result': ''}, {'id': '23700316', 'type': 'subst', 'minute': '78', 'extra_min': '', 'team': 'localteam', 'player': 'I. Obradovic', 'player_id': '45535', 'assist': 'H. Onyekuru', 'assist_id': '412581', 'result': ''}, {'id': '23700317', 'type': 'subst', 'minute': '80', 'extra_min': '', 'team': 'visitorteam', 'player': 'M. Diallo', 'player_id': '146383', 'assist': 'J. Loties', 'assist_id': '37635', 'result': ''}]"
